Player;Tm;Opp;Res;MP;FG;FGA;FG%;3P;3PA;3P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;Data
Malaki Branham;SAS;ATL;L;9.85;2;4;0.5;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;1;4;1.6;15/01/2024
Kevin Knox;DET;WAS;W;32.87;1;7;0.143;1;4;0.25;2;2;1.0;2;0;2;1;0;0;1;0;5;1.6;15/01/2024
Jeenathan Williams;HOU;PHI;L;5.38;0;2;0.0;0;0;0.0;2;2;1.0;1;0;1;1;1;0;1;1;2;1.6;15/01/2024
Lester Quinones;GSW;MEM;L;5.07;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;1;0;0;0;1.4;15/01/2024
Caleb Houstan;ORL;NYK;W;21.38;1;7;0.143;1;7;0.143;4;5;0.8;1;0;1;0;0;0;0;4;7;1.2;15/01/2024
Spencer Dinwiddie;BRK;MIA;L;20.4;1;6;0.167;1;6;0.167;0;0;0.0;0;0;0;1;3;0;1;2;3;1.1;15/01/2024
Josh Hart;NYK;ORL;L;23.72;2;7;0.286;0;2;0.0;0;0;0.0;1;5;6;1;0;0;1;2;4;1.0;15/01/2024
Isaac Okoro;CLE;CHI;W;25.28;3;12;0.25;1;6;0.167;0;0;0.0;1;4;5;1;0;0;1;1;7;1.0;15/01/2024
Ben Sheppard;IND;UTA;L;25.37;1;7;0.143;0;5;0.0;2;2;1.0;2;1;3;2;0;0;0;4;4;1.0;15/01/2024
Jae'Sean Tate;HOU;PHI;L;12.8;1;4;0.25;0;3;0.0;0;0;0.0;1;3;4;2;0;0;0;4;2;1.0;15/01/2024
Chris Boucher;TOR;BOS;L;14.1;1;6;0.167;0;4;0.0;2;2;1.0;1;1;2;0;0;0;0;1;4;0.8;15/01/2024
Thomas Bryant;MIA;BRK;W;4.9;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;0;0;0.7;15/01/2024
Jontay Porter;TOR;BOS;L;14.72;1;5;0.2;0;2;0.0;0;0;0.0;1;3;4;3;0;1;1;4;2;0.7;15/01/2024
Furkan Korkmaz;PHI;HOU;W;6.08;1;2;0.5;0;0;0.0;0;1;0.0;0;0;0;0;0;0;0;0;2;0.6;15/01/2024
Omer Yurtseven;UTA;IND;W;2.8;0;0;0.0;0;0;0.0;0;0;0.0;0;2;2;0;0;0;0;0;0;0.6;15/01/2024
Aaron Holiday;HOU;PHI;L;5.5;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;1;0;0;0;0;0;0.3;15/01/2024
Trendon Watford;BRK;MIA;L;3.75;0;1;0.0;0;0;0.0;0;0;0.0;1;0;1;1;0;0;0;1;0;0.3;15/01/2024
Johnny Davis;WAS;DET;L;1.08;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;15/01/2024
Hamidou Diallo;WAS;DET;L;1.08;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;15/01/2024
James Johnson;IND;UTA;L;0.55;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;15/01/2024
Cory Joseph;GSW;MEM;L;6.73;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;1;0;0;0;0;0;0.0;15/01/2024
Payton Pritchard;BOS;TOR;W;23.73;1;7;0.143;1;6;0.167;0;0;0.0;0;3;3;2;0;0;0;2;3;0.0;15/01/2024
Luka Samanic;UTA;IND;W;2.8;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;1;0;-0.1;15/01/2024
Ziaire Williams;MEM;GSW;W;19.8;1;6;0.167;1;5;0.2;1;4;0.25;2;1;3;0;1;0;1;2;4;-0.1;15/01/2024
Trayce Jackson-Davis;GSW;MEM;L;9.75;0;2;0.0;0;0;0.0;0;0;0.0;0;2;2;1;0;1;0;2;0;-0.2;15/01/2024
Joe Harris;DET;WAS;W;4.82;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;1;0;0;-0.3;15/01/2024
Isaiah Jackson;IND;UTA;L;7.67;0;2;0.0;0;0;0.0;1;2;0.5;1;3;4;1;0;1;1;4;1;-0.4;15/01/2024
Jalen Suggs;ORL;NYK;W;26.85;1;8;0.125;1;6;0.167;1;2;0.5;0;5;5;4;0;0;2;3;4;-0.5;15/01/2024
Max Strus;CLE;CHI;W;35.02;1;8;0.125;0;6;0.0;0;0;0.0;1;4;5;4;0;1;2;2;2;-0.6;15/01/2024
Sandro Mamukelashvili;SAS;ATL;L;1.4;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;15/01/2024
KJ Martin;PHI;HOU;W;6.08;0;1;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;1;0;-0.8;15/01/2024
Terry Taylor;CHI;CLE;L;4.78;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;0;0;0;0;1;0;-0.8;15/01/2024
Duncan Robinson;MIA;BRK;W;21.8;0;4;0.0;0;3;0.0;0;0;0.0;0;2;2;2;1;1;2;1;0;-1.5;15/01/2024
Lonnie Walker;BRK;MIA;L;9.15;0;3;0.0;0;2;0.0;0;0;0.0;0;2;2;1;0;1;1;1;0;-1.5;15/01/2024
Malachi Flynn;NYK;ORL;L;11.92;0;4;0.0;0;4;0.0;2;4;0.5;0;0;0;0;0;0;0;0;2;-1.6;15/01/2024
Seth Curry;DAL;NOP;W;6.6;0;2;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;1;0;-1.8;15/01/2024
Jeff Green;HOU;PHI;L;12.55;0;5;0.0;0;1;0.0;1;2;0.5;1;1;2;0;0;2;1;1;1;-1.9;15/01/2024
Haywood Highsmith;MIA;BRK;W;11.95;0;2;0.0;0;1;0.0;0;0;0.0;0;1;1;0;0;0;0;2;0;-1.9;15/01/2024
Cedi Osman;SAS;ATL;L;11.98;1;5;0.2;1;5;0.2;0;0;0.0;0;1;1;0;0;0;1;3;3;-2.0;15/01/2024
Max Christie;LAL;OKC;W;10.63;0;2;0.0;0;1;0.0;0;0;0.0;1;0;1;0;0;0;1;1;0;-2.1;15/01/2024
Dalen Terry;CHI;CLE;L;3.9;0;3;0.0;0;2;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-2.1;15/01/2024
Naji Marshall;NOP;DAL;L;9.12;0;1;0.0;0;0;0.0;0;0;0.0;0;1;1;0;1;0;1;5;0;-2.4;15/01/2024
Cameron Johnson;BRK;MIA;L;22.55;3;13;0.231;0;8;0.0;0;0;0.0;0;2;2;0;0;0;0;3;6;-2.5;15/01/2024
Bogdan  Bogdanovic;ATL;SAS;W;25.57;2;10;0.2;1;6;0.167;0;0;0.0;0;2;2;1;1;0;3;2;5;-2.7;15/01/2024
Keldon Johnson;SAS;ATL;L;26.17;1;11;0.091;0;5;0.0;3;5;0.6;2;4;6;0;1;0;5;4;5;-6.1;15/01/2024
Joel Embiid;PHI;DEN;W;38.55;13;22;0.591;3;6;0.5;12;15;0.8;1;6;7;10;0;1;3;4;41;35.2;16/01/2024
Paul George;LAC;OKC;W;34.47;15;24;0.625;6;12;0.5;2;4;0.5;0;7;7;5;3;0;0;2;38;34.2;16/01/2024
Grayson Allen;PHO;SAC;W;37.17;10;17;0.588;9;14;0.643;0;0;0.0;0;5;5;6;2;2;2;1;29;27.8;16/01/2024
Tobias Harris;PHI;DEN;W;37.98;8;10;0.8;2;4;0.5;6;6;1.0;0;5;5;4;1;2;0;2;24;26.1;16/01/2024
Domantas Sabonis;SAC;PHO;L;39.32;9;11;0.818;1;1;1.0;2;4;0.5;2;10;12;11;0;1;2;2;21;26.1;16/01/2024
De'Aaron Fox;SAC;PHO;L;36.77;12;24;0.5;6;10;0.6;3;5;0.6;1;1;2;6;2;0;1;2;33;25.6;16/01/2024
Nikola Jokic;DEN;PHI;L;38.0;11;20;0.55;0;2;0.0;3;4;0.75;11;8;19;3;1;1;4;3;25;23.7;16/01/2024
Tyrese Maxey;PHI;DEN;W;42.9;9;20;0.45;4;9;0.444;3;7;0.429;1;4;5;9;2;0;1;2;25;21.4;16/01/2024
Jalen Williams;OKC;LAC;L;32.73;10;14;0.714;2;3;0.667;3;3;1.0;0;3;3;7;0;0;4;5;25;19.0;16/01/2024
Isaiah Joe;OKC;LAC;L;23.42;5;7;0.714;5;6;0.833;0;0;0.0;3;3;6;3;2;0;0;2;15;18.4;16/01/2024
Kevin Durant;PHO;SAC;W;38.52;7;16;0.438;4;8;0.5;9;9;1.0;1;4;5;4;0;2;7;3;27;16.5;16/01/2024
Mason Plumlee;LAC;OKC;W;28.17;5;5;1.0;0;0;0.0;4;7;0.571;2;3;5;2;0;3;0;2;14;16.3;16/01/2024
Jamal Murray;DEN;PHI;L;38.13;7;16;0.438;1;3;0.333;2;2;1.0;1;2;3;10;0;1;2;0;17;15.6;16/01/2024
Keegan Murray;SAC;PHO;L;35.3;7;12;0.583;3;5;0.6;1;2;0.5;1;3;4;3;1;1;1;3;18;15.2;16/01/2024
Kawhi Leonard;LAC;OKC;W;36.7;6;10;0.6;3;4;0.75;1;2;0.5;1;5;6;6;0;1;3;0;16;15.1;16/01/2024
Jusuf Nurkic;PHO;SAC;W;27.38;4;5;0.8;0;0;0.0;2;2;1.0;3;12;15;3;0;1;1;3;10;14.4;16/01/2024
James Harden;LAC;OKC;W;40.53;5;14;0.357;4;10;0.4;2;2;1.0;0;5;5;8;0;1;1;2;16;14.2;16/01/2024
Michael Porter;DEN;PHI;L;33.78;6;12;0.5;4;8;0.5;4;5;0.8;0;5;5;0;1;0;1;3;20;13.9;16/01/2024
Devin Booker;PHO;SAC;W;38.23;5;14;0.357;1;3;0.333;5;6;0.833;0;4;4;11;0;0;2;4;16;13.1;16/01/2024
Luguentz Dort;OKC;LAC;L;33.1;6;10;0.6;5;8;0.625;2;2;1.0;0;1;1;1;0;0;3;2;19;11.6;16/01/2024
Shai Gilgeous-Alexander;OKC;LAC;L;33.73;6;16;0.375;0;3;0.0;7;8;0.875;1;1;2;4;0;2;2;4;19;11.4;16/01/2024
Aleksandar Vezenkov;SAC;PHO;L;17.68;6;9;0.667;2;3;0.667;0;0;0.0;1;1;2;1;1;0;1;1;14;11.4;16/01/2024
Aaron Gordon;DEN;PHI;L;38.5;7;11;0.636;0;1;0.0;2;6;0.333;3;3;6;4;0;0;2;5;16;11.3;16/01/2024
Eric Gordon;PHO;SAC;W;23.9;5;10;0.5;3;7;0.429;0;0;0.0;0;3;3;2;2;0;2;0;13;10.3;16/01/2024
Bradley Beal;PHO;SAC;W;38.2;6;14;0.429;0;4;0.0;1;2;0.5;1;2;3;5;2;0;1;2;13;10.2;16/01/2024
Daniel Theis;LAC;OKC;W;19.83;4;6;0.667;1;2;0.5;0;0;0.0;5;3;8;0;0;3;2;3;9;9.7;16/01/2024
Christian Braun;DEN;PHI;L;17.8;3;5;0.6;2;3;0.667;3;3;1.0;0;4;4;0;0;1;0;3;11;9.4;16/01/2024
Russell Westbrook;LAC;OKC;W;22.45;4;8;0.5;0;3;0.0;3;4;0.75;1;1;2;4;1;0;2;0;11;9.4;16/01/2024
Kentavious Caldwell-Pope;DEN;PHI;L;32.78;5;13;0.385;2;7;0.286;1;1;1.0;0;5;5;2;1;0;0;2;13;9.0;16/01/2024
Reggie Jackson;DEN;PHI;L;19.67;3;6;0.5;2;3;0.667;2;2;1.0;0;2;2;2;1;0;1;0;10;9.0;16/01/2024
Aaron Wiggins;OKC;LAC;L;16.85;3;4;0.75;1;1;1.0;0;0;0.0;0;4;4;2;1;0;0;0;7;9.0;16/01/2024
Josh Giddey;OKC;LAC;L;19.23;4;9;0.444;1;3;0.333;0;0;0.0;1;3;4;4;0;0;0;0;9;8.7;16/01/2024
Kevin Huerter;SAC;PHO;L;25.95;4;9;0.444;2;6;0.333;0;0;0.0;0;3;3;2;2;1;0;4;10;8.7;16/01/2024
Amir Coffey;LAC;OKC;W;15.52;3;4;0.75;3;3;1.0;0;0;0.0;1;2;3;0;0;0;0;2;9;7.9;16/01/2024
Nicolas Batum;PHI;DEN;W;34.98;3;4;0.75;2;3;0.667;0;0;0.0;1;3;4;2;0;2;2;3;8;7.6;16/01/2024
Patrick Beverley;PHI;DEN;W;26.58;3;7;0.429;2;3;0.667;0;0;0.0;0;2;2;2;2;0;0;2;8;7.5;16/01/2024
Terance Mann;LAC;OKC;W;23.53;3;6;0.5;1;2;0.5;0;0;0.0;2;1;3;4;0;2;1;4;7;7.3;16/01/2024
Vasilije Micic;OKC;LAC;L;11.3;3;4;0.75;0;1;0.0;1;1;1.0;0;1;1;2;0;0;0;0;7;7.1;16/01/2024
Cason Wallace;OKC;LAC;L;14.92;2;4;0.5;1;2;0.5;0;0;0.0;2;0;2;1;1;1;0;1;5;6.4;16/01/2024
Drew Eubanks;PHO;SAC;W;10.33;1;1;1.0;0;0;0.0;1;1;1.0;3;1;4;0;1;0;0;0;3;6.1;16/01/2024
Malik Monk;SAC;PHO;L;29.08;5;16;0.313;2;7;0.286;1;1;1.0;0;3;3;8;0;1;5;2;13;5.2;16/01/2024
Kelly Oubre;PHI;DEN;W;26.52;5;9;0.556;1;4;0.25;0;1;0.0;0;5;5;0;1;0;2;4;11;5.2;16/01/2024
Marcus Morris;PHI;DEN;W;18.6;1;3;0.333;1;2;0.5;4;5;0.8;1;1;2;0;0;0;0;3;7;4.7;16/01/2024
Peyton Watson;DEN;PHI;L;11.3;1;4;0.25;1;2;0.5;2;2;1.0;1;0;1;2;0;0;0;0;5;4.7;16/01/2024
Chimezie Metu;PHO;SAC;W;10.35;3;5;0.6;0;1;0.0;0;0;0.0;0;5;5;1;0;0;1;1;6;4.5;16/01/2024
Kenrich Williams;OKC;LAC;L;16.23;1;4;0.25;1;4;0.25;0;0;0.0;2;4;6;1;1;1;1;1;3;4.2;16/01/2024
Chet Holmgren;OKC;LAC;L;33.12;2;10;0.2;0;2;0.0;4;6;0.667;0;5;5;5;0;1;1;4;8;4.1;16/01/2024
Paul Reed;PHI;DEN;W;9.45;1;1;1.0;0;0;0.0;0;0;0.0;1;1;2;0;0;2;0;1;2;3.7;16/01/2024
Harrison Barnes;SAC;PHO;L;34.08;3;9;0.333;2;6;0.333;0;0;0.0;0;3;3;3;0;0;2;2;8;3.1;16/01/2024
DeAndre Jordan;DEN;PHI;L;9.98;2;2;1.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;3;4;2.5;16/01/2024
Norman Powell;LAC;OKC;W;18.77;2;10;0.2;2;7;0.286;2;4;0.5;0;0;0;1;1;0;0;3;8;1.5;16/01/2024
Josh Okogie;PHO;SAC;W;15.9;1;3;0.333;0;0;0.0;0;0;0.0;0;2;2;0;0;1;0;1;2;1.2;16/01/2024
Furkan Korkmaz;PHI;DEN;W;4.42;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;16/01/2024
Olivier Sarr;OKC;LAC;L;1.1;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;16/01/2024
Trey Lyles;SAC;PHO;L;13.92;0;2;0.0;0;2;0.0;0;0;0.0;0;2;2;0;1;0;0;1;0;-0.2;16/01/2024
Ousmane Dieng;OKC;LAC;L;4.23;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;0;0;0;1;0;0;-1.4;16/01/2024
Alex Len;SAC;PHO;L;7.9;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;2;3;0;-3.2;16/01/2024
Anthony Davis;LAL;DAL;W;33.05;12;17;0.706;0;0;0.0;4;5;0.8;5;7;12;9;1;1;1;2;28;32.3;17/01/2024
Donovan Mitchell;CLE;MIL;W;25.9;12;19;0.632;4;8;0.5;3;4;0.75;1;4;5;7;3;0;1;1;31;30.5;17/01/2024
Luka Doncic;DAL;LAL;L;36.2;12;24;0.5;2;9;0.222;7;9;0.778;0;13;13;10;2;2;4;2;33;29.7;17/01/2024
Georges Niang;CLE;MIL;W;27.23;13;14;0.929;5;6;0.833;2;3;0.667;0;5;5;2;0;0;1;2;33;29.1;17/01/2024
Brandon Ingram;NOP;CHO;W;33.62;8;19;0.421;7;11;0.636;5;5;1.0;1;9;10;10;3;0;2;3;28;28.1;17/01/2024
Jaden Ivey;DET;MIN;L;35.57;13;22;0.591;4;6;0.667;2;2;1.0;0;4;4;6;1;0;2;4;32;24.6;17/01/2024
Gary Trent;TOR;MIA;W;30.87;10;13;0.769;8;9;0.889;0;0;0.0;0;2;2;0;1;0;0;1;28;24.1;17/01/2024
Julius Randle;NYK;HOU;W;34.2;11;19;0.579;4;8;0.5;5;6;0.833;2;6;8;4;0;1;4;4;31;22.8;17/01/2024
RJ Barrett;TOR;MIA;W;36.33;9;14;0.643;1;3;0.333;7;13;0.538;3;5;8;3;0;0;0;1;26;22.7;17/01/2024
Karl-Anthony Towns;MIN;DET;W;30.93;10;17;0.588;5;5;1.0;2;2;1.0;2;4;6;4;0;0;1;2;27;22.7;17/01/2024
Terry Rozier;CHO;NOP;L;32.08;9;15;0.6;7;11;0.636;0;0;0.0;1;1;2;4;1;1;1;1;25;22.2;17/01/2024
D'Angelo Russell;LAL;DAL;W;35.97;11;20;0.55;5;7;0.714;2;2;1.0;1;3;4;3;0;0;1;0;29;22.1;17/01/2024
Fred VanVleet;HOU;NYK;L;41.28;8;19;0.421;5;12;0.417;3;3;1.0;0;3;3;12;1;0;1;3;24;22.0;17/01/2024
LeBron James;LAL;DAL;W;33.03;10;19;0.526;3;7;0.429;2;2;1.0;1;7;8;8;1;0;3;1;25;21.7;17/01/2024
Jalen Brunson;NYK;HOU;W;36.88;11;21;0.524;4;9;0.444;4;7;0.571;0;3;3;7;0;0;2;2;30;21.5;17/01/2024
Wendell Carter;ORL;ATL;L;24.0;6;7;0.857;3;4;0.75;3;4;0.75;2;3;5;2;2;1;0;1;18;21.1;17/01/2024
Jarrett Allen;CLE;MIL;W;25.62;9;15;0.6;0;0;0.0;3;3;1.0;3;10;13;3;0;1;1;0;21;21.0;17/01/2024
LaMelo Ball;CHO;NOP;L;31.28;8;19;0.421;4;12;0.333;9;10;0.9;0;5;5;7;2;0;4;5;29;20.9;17/01/2024
CJ McCollum;NOP;CHO;W;28.88;8;15;0.533;4;9;0.444;2;2;1.0;2;3;5;6;0;2;1;2;22;20.8;17/01/2024
Rudy Gobert;MIN;DET;W;37.65;8;11;0.727;0;0;0.0;3;4;0.75;5;11;16;2;0;1;1;4;19;20.4;17/01/2024
Jaden McDaniels;MIN;DET;W;30.32;8;11;0.727;3;4;0.75;4;4;1.0;2;1;3;0;1;0;1;0;23;20.2;17/01/2024
Dejounte Murray;ATL;ORL;W;36.03;11;18;0.611;1;4;0.25;3;3;1.0;1;4;5;5;2;0;5;1;26;19.8;17/01/2024
Spencer Dinwiddie;BRK;POR;L;32.45;5;8;0.625;3;4;0.75;6;7;0.857;0;2;2;7;1;0;1;2;19;19.7;17/01/2024
Jerami Grant;POR;BRK;W;35.58;14;26;0.538;2;4;0.5;0;0;0.0;4;4;8;1;0;0;2;1;30;19.7;17/01/2024
Jrue Holiday;BOS;SAS;W;31.28;8;14;0.571;6;7;0.857;0;0;0.0;0;4;4;4;0;0;1;0;22;18.4;17/01/2024
Dereck Lively;DAL;LAL;L;28.02;8;9;0.889;0;0;0.0;0;0;0.0;5;6;11;2;1;0;2;2;16;17.8;17/01/2024
Scottie Barnes;TOR;MIA;W;33.95;9;16;0.563;1;6;0.167;1;1;1.0;2;3;5;8;2;1;5;2;20;17.2;17/01/2024
Jimmy Butler;MIA;TOR;L;30.8;6;11;0.545;0;0;0.0;4;5;0.8;2;3;5;5;2;0;1;0;16;17.1;17/01/2024
Anthony Edwards;MIN;DET;W;33.48;10;24;0.417;3;8;0.375;4;4;1.0;0;5;5;8;0;0;3;3;27;17.1;17/01/2024
Jaylen Brown;BOS;SAS;W;31.28;8;16;0.5;3;6;0.5;2;2;1.0;1;6;7;5;1;1;3;2;21;16.9;17/01/2024
Jordan Hawkins;NOP;CHO;W;24.27;7;12;0.583;6;9;0.667;1;2;0.5;2;4;6;1;1;0;2;1;21;16.9;17/01/2024
Paolo Banchero;ORL;ATL;L;38.15;8;25;0.32;1;5;0.2;9;11;0.818;0;4;4;4;2;1;1;1;26;16.2;17/01/2024
Zion Williamson;NOP;CHO;W;27.38;5;11;0.455;0;0;0.0;3;4;0.75;2;3;5;9;3;0;2;1;13;16.1;17/01/2024
Malcolm Brogdon;POR;BRK;W;30.28;6;12;0.5;2;6;0.333;2;2;1.0;0;5;5;6;1;0;0;2;16;15.9;17/01/2024
Duop Reath;POR;BRK;W;25.33;7;9;0.778;2;4;0.5;1;1;1.0;2;5;7;3;0;0;1;4;17;15.9;17/01/2024
Bojan  Bogdanovic;DET;MIN;L;32.18;7;13;0.538;3;7;0.429;3;4;0.75;0;5;5;3;0;1;1;2;20;15.8;17/01/2024
Nick Richards;CHO;NOP;L;30.98;4;5;0.8;0;0;0.0;2;2;1.0;5;7;12;2;0;2;0;2;10;15.7;17/01/2024
Alperen Sengun;HOU;NYK;L;39.78;7;16;0.438;0;1;0.0;4;7;0.571;3;7;10;5;1;4;3;3;18;15.7;17/01/2024
Devin Vassell;SAS;BOS;L;32.0;7;15;0.467;0;5;0.0;7;8;0.875;0;2;2;3;1;0;1;1;21;15.2;17/01/2024
Victor Wembanyama;SAS;BOS;L;26.6;10;19;0.526;2;6;0.333;5;6;0.833;2;3;5;1;0;1;5;2;27;15.2;17/01/2024
Bobby Portis;MIL;CLE;L;21.18;6;11;0.545;1;4;0.25;3;4;0.75;2;4;6;3;1;0;1;0;16;15.0;17/01/2024
Immanuel Quickley;TOR;MIA;W;30.3;6;16;0.375;3;6;0.5;2;2;1.0;1;7;8;9;0;0;2;1;17;14.9;17/01/2024
Goga Bitadze;ORL;ATL;L;24.0;5;8;0.625;0;1;0.0;0;0;0.0;7;3;10;3;1;2;1;3;10;14.5;17/01/2024
OG Anunoby;NYK;HOU;W;43.15;5;10;0.5;2;5;0.4;3;3;1.0;0;5;5;0;4;1;1;2;15;14.4;17/01/2024
Cameron Johnson;BRK;POR;L;26.65;6;9;0.667;1;3;0.333;0;0;0.0;1;2;3;5;0;1;0;1;13;14.2;17/01/2024
Isaac Okoro;CLE;MIL;W;25.62;5;7;0.714;0;0;0.0;0;1;0.0;1;2;3;7;1;1;0;2;10;13.8;17/01/2024
Austin Reaves;LAL;DAL;W;29.5;6;8;0.75;2;2;1.0;0;0;0.0;0;3;3;7;1;0;3;2;14;13.8;17/01/2024
Nic Claxton;BRK;POR;L;31.82;4;5;0.8;0;0;0.0;4;10;0.4;2;10;12;0;3;1;1;3;12;13.6;17/01/2024
Jalen Suggs;ORL;ATL;L;27.7;6;7;0.857;3;3;1.0;1;2;0.5;2;2;4;1;0;0;2;3;16;12.6;17/01/2024
Mikal Bridges;BRK;POR;L;33.8;7;18;0.389;3;9;0.333;4;6;0.667;0;4;4;4;0;1;1;4;21;12.5;17/01/2024
Jayson Tatum;BOS;SAS;W;31.55;9;21;0.429;3;8;0.375;3;5;0.6;0;5;5;2;0;0;2;2;24;12.2;17/01/2024
Isaiah Hartenstein;NYK;HOU;W;40.98;3;5;0.6;0;0;0.0;1;1;1.0;2;9;11;5;2;2;2;4;7;12.1;17/01/2024
Anfernee Simons;POR;BRK;W;38.78;8;20;0.4;1;7;0.143;3;4;0.75;0;4;4;4;0;0;0;2;20;12.0;17/01/2024
Bam Adebayo;MIA;TOR;L;35.82;7;13;0.538;0;0;0.0;2;3;0.667;1;4;5;4;1;0;2;3;16;11.8;17/01/2024
Sam Merrill;CLE;MIL;W;22.02;4;8;0.5;2;6;0.333;0;0;0.0;3;2;5;5;0;0;0;1;10;11.8;17/01/2024
Trae Young;ATL;ORL;W;38.7;5;14;0.357;1;6;0.167;7;7;1.0;1;2;3;12;1;0;8;3;18;11.7;17/01/2024
Jalen Duren;DET;MIN;L;30.97;8;14;0.571;0;0;0.0;0;1;0.0;2;9;11;3;0;0;2;4;16;11.6;17/01/2024
Killian Hayes;DET;MIN;L;26.33;4;4;1.0;0;0;0.0;0;0;0.0;0;1;1;8;0;0;0;3;8;11.5;17/01/2024
Caleb Martin;MIA;TOR;L;25.62;4;5;0.8;0;0;0.0;2;2;1.0;1;2;3;5;0;0;1;1;10;11.5;17/01/2024
Isaiah Stewart;DET;MIN;L;24.67;4;9;0.444;2;5;0.4;2;2;1.0;1;3;4;2;1;3;2;0;12;11.4;17/01/2024
Bogdan  Bogdanovic;ATL;ORL;W;23.92;4;7;0.571;2;4;0.5;2;2;1.0;1;3;4;1;1;1;1;1;12;11.3;17/01/2024
Trey Murphy;NOP;CHO;W;23.57;6;13;0.462;5;12;0.417;1;2;0.5;0;5;5;1;1;0;2;2;18;11.3;17/01/2024
Payton Pritchard;BOS;SAS;W;27.12;4;10;0.4;2;4;0.5;2;2;1.0;1;2;3;4;1;0;0;2;12;10.9;17/01/2024
Onyeka Okongwu;ATL;ORL;W;27.25;7;12;0.583;0;1;0.0;1;1;1.0;3;6;9;0;0;1;2;3;15;10.8;17/01/2024
Luke Kornet;BOS;SAS;W;30.42;3;5;0.6;0;0;0.0;0;0;0.0;3;6;9;4;1;3;2;2;6;10.7;17/01/2024
Damian Lillard;MIL;CLE;L;25.43;7;20;0.35;1;5;0.2;2;3;0.667;1;1;2;5;2;0;1;1;17;10.5;17/01/2024
Josh Hart;NYK;HOU;W;29.68;5;11;0.455;0;2;0.0;0;0;0.0;5;9;14;1;0;0;0;2;10;10.4;17/01/2024
Tre Jones;SAS;BOS;L;26.73;4;9;0.444;1;5;0.2;0;0;0.0;0;4;4;11;0;0;2;2;9;10.4;17/01/2024
Larry Nance;NOP;CHO;W;18.5;3;3;1.0;1;1;1.0;0;0;0.0;2;4;6;2;0;1;0;1;7;10.4;17/01/2024
Cameron Payne;MIL;CLE;L;13.33;5;9;0.556;2;5;0.4;1;1;1.0;0;0;0;1;1;0;0;0;13;10.4;17/01/2024
Brook Lopez;MIL;CLE;L;24.55;5;7;0.714;1;3;0.333;0;0;0.0;0;4;4;1;1;3;2;2;11;10.3;17/01/2024
Jabari Smith;HOU;NYK;L;31.3;5;9;0.556;1;2;0.5;0;0;0.0;2;4;6;1;1;0;0;2;11;10.2;17/01/2024
Dennis Schröder;TOR;MIA;W;26.72;3;6;0.5;3;5;0.6;0;0;0.0;0;1;1;6;1;0;1;1;9;10.1;17/01/2024
Clint Capela;ATL;ORL;W;27.3;6;6;1.0;0;0;0.0;0;0;0.0;0;3;3;0;1;0;1;3;12;9.9;17/01/2024
Mike Conley;MIN;DET;W;29.3;3;8;0.375;2;6;0.333;0;1;0.0;0;3;3;7;1;1;1;0;8;9.7;17/01/2024
Jeff Green;HOU;NYK;L;21.48;2;4;0.5;1;2;0.5;4;4;1.0;1;4;5;0;0;2;0;2;9;9.5;17/01/2024
Herbert Jones;NOP;CHO;W;23.73;3;5;0.6;2;3;0.667;1;2;0.5;0;1;1;1;2;0;0;0;9;9.3;17/01/2024
Alec Burks;DET;MIN;L;20.47;3;10;0.3;1;4;0.25;5;5;1.0;1;0;1;1;2;0;0;1;12;9.2;17/01/2024
Miles Bridges;CHO;NOP;L;34.7;8;20;0.4;3;7;0.429;0;0;0.0;0;4;4;3;0;0;2;1;19;9.1;17/01/2024
Duncan Robinson;MIA;TOR;L;21.32;6;11;0.545;2;5;0.4;0;0;0.0;1;2;3;1;0;0;2;0;14;8.7;17/01/2024
Al Horford;BOS;SAS;W;24.55;3;4;0.75;3;4;0.75;0;0;0.0;0;3;3;0;1;0;0;2;9;8.5;17/01/2024
